experiment_id,model_name,test_episodes,training_episodes,wins,detections,winrate,detection_rate,avg_returns,std_returns,avg_episode_steps,std_episode_steps,avg_win_steps,std_win_steps,avg_detected_steps,std_detected_steps,avg_max_steps_steps,std_max_steps_steps,current_epsilon,data_type,scenario,algorithm,timestamp
test_01000,Model_test_1000,250.0,1000,8,0,3.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.8,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_02000,Model_test_2000,250.0,2000,7,0,2.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.7,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_03000,Model_test_3000,250.0,3000,8,0,3.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.6,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_04000,Model_test_4000,250.0,4000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.5,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_05000,Model_test_5000,250.0,5000,12,0,4.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.4,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_06000,Model_test_6000,250.0,6000,9,0,3.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.3,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_07000,Model_test_7000,250.0,7000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.2,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_08000,Model_test_8000,250.0,8000,8,0,3.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_09000,Model_test_9000,250.0,9000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_10000,Model_test_10000,250.0,10000,10,0,4.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_11000,Model_test_11000,250.0,11000,12,0,4.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_12000,Model_test_12000,250.0,12000,14,0,5.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_13000,Model_test_13000,250.0,13000,19,0,7.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_14000,Model_test_14000,250.0,14000,106,0,42.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_15000,Model_test_15000,250.0,15000,21,0,8.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_01000,Model_test_1000,250.0,1000,17,0,6.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.8,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_02000,Model_test_2000,250.0,2000,11,0,4.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.7,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_03000,Model_test_3000,250.0,3000,11,0,4.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.6,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_04000,Model_test_4000,250.0,4000,13,0,5.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.5,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_05000,Model_test_5000,250.0,5000,7,0,2.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.4,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_06000,Model_test_6000,250.0,6000,18,0,7.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.3,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_07000,Model_test_7000,250.0,7000,8,0,3.2,0.0,1000.0,0.0,64.0,0.0,64.0,0.0,,,0.0,0.0,0.2,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_08000,Model_test_8000,250.0,8000,13,0,5.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_09000,Model_test_9000,250.0,9000,17,0,6.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_10000,Model_test_10000,250.0,10000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_11000,Model_test_11000,250.0,11000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_12000,Model_test_12000,250.0,12000,19,0,7.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_13000,Model_test_13000,250.0,13000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_14000,Model_test_14000,250.0,14000,12,0,4.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_15000,Model_test_15000,250.0,15000,16,0,6.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_01000,Model_test_1000,250.0,1000,7,0,2.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.8,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_02000,Model_test_2000,250.0,2000,13,0,5.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.7,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_03000,Model_test_3000,250.0,3000,12,0,4.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.6,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_04000,Model_test_4000,250.0,4000,14,0,5.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.5,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_05000,Model_test_5000,250.0,5000,10,0,4.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.4,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_06000,Model_test_6000,250.0,6000,10,0,4.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.3,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_07000,Model_test_7000,250.0,7000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.2,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_08000,Model_test_8000,250.0,8000,11,0,4.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_09000,Model_test_9000,250.0,9000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_10000,Model_test_10000,250.0,10000,19,0,7.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_11000,Model_test_11000,250.0,11000,7,0,2.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_12000,Model_test_12000,250.0,12000,16,0,6.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_13000,Model_test_13000,250.0,13000,16,0,6.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_14000,Model_test_14000,250.0,14000,30,0,12.0,0.0,1000.0,0.0,41.0,0.0,41.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_15000,Model_test_15000,250.0,15000,22,0,8.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_01000,Model_test_1000,250.0,1000,15,0,6.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.8,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_02000,Model_test_2000,250.0,2000,7,0,2.8,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.7,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_03000,Model_test_3000,250.0,3000,20,0,8.0,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.6,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_04000,Model_test_4000,250.0,4000,11,0,4.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.5,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_05000,Model_test_5000,250.0,5000,19,0,7.6,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.4,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_06000,Model_test_6000,250.0,6000,21,0,8.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.3,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_07000,Model_test_7000,250.0,7000,16,0,6.4,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.2,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_08000,Model_test_8000,250.0,8000,18,0,7.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
test_09000,Model_test_9000,250.0,9000,18,0,7.2,0.0,-100.0,0.0,100.0,0.0,100.0,0.0,,,0.0,0.0,0.1,test_checkpoint,unknown,q_learning,2025-08-10_11-44-36
